year,geo_name,geo,diabetes,physical_inactivity
2016,Lincoln County,05000US13181,0.151,0.301
2015,Lincoln County,05000US13181,0.134,0.306
2016,Long County,05000US13183,0.099,0.280
2015,Long County,05000US13183,0.100,0.261
2015,"Lowndes County, GA",05000US13185,0.106,0.284
2016,"Lowndes County, GA",05000US13185,0.113,0.285
2015,Lumpkin County,05000US13187,0.095,0.226
2016,Lumpkin County,05000US13187,0.099,0.261
2015,McDuffie County,05000US13189,0.158,0.299
2016,McDuffie County,05000US13189,0.143,0.306
2016,McIntosh County,05000US13191,0.146,0.288
2015,McIntosh County,05000US13191,0.137,0.299
2015,Macon County,05000US13193,0.136,0.290
2016,Macon County,05000US13193,0.163,0.323
2016,Madison County,05000US13195,0.116,0.283
2015,Madison County,05000US13195,0.116,0.277
2015,Marion County,05000US13197,0.143,0.326
2016,Marion County,05000US13197,0.147,0.313
2016,Meriwether County,05000US13199,0.150,0.326
2015,Meriwether County,05000US13199,0.128,0.314
2016,Miller County,05000US13201,0.142,0.349
2015,Miller County,05000US13201,0.138,0.354
2015,Mitchell County,05000US13205,0.127,0.318
2016,Mitchell County,05000US13205,0.158,0.303
2016,Monroe County,05000US13207,0.125,0.277
2015,Monroe County,05000US13207,0.129,0.269
2015,Montgomery County,05000US13209,0.140,0.301
2016,Montgomery County,05000US13209,0.130,0.300
2016,Morgan County,05000US13211,0.125,0.272
2015,Morgan County,05000US13211,0.134,0.273
2016,Murray County,05000US13213,0.110,0.316
2015,Murray County,05000US13213,0.114,0.317
2015,"Muscogee County, GA",05000US13215,0.130,0.283
2016,"Muscogee County, GA",05000US13215,0.128,0.279
2015,"Newton County, GA",05000US13217,0.112,0.255
2016,"Newton County, GA",05000US13217,0.117,0.295
2016,Oconee County,05000US13219,0.090,0.216
2015,Oconee County,05000US13219,0.096,0.217
2016,Oglethorpe County,05000US13221,0.117,0.265
2015,Oglethorpe County,05000US13221,0.126,0.258
2016,"Paulding County, GA",05000US13223,0.090,0.264
2015,"Paulding County, GA",05000US13223,0.119,0.243
2015,Peach County,05000US13225,0.124,0.274
2016,Peach County,05000US13225,0.129,0.281
2015,Pickens County,05000US13227,0.125,0.226
2016,Pickens County,05000US13227,0.112,0.229
2015,Pierce County,05000US13229,0.124,0.316
2016,Pierce County,05000US13229,0.115,0.334
2016,Pike County,05000US13231,0.105,0.292
2015,Pike County,05000US13231,0.120,0.300
2015,Polk County,05000US13233,0.129,0.310
2016,Polk County,05000US13233,0.114,0.304
2016,Pulaski County,05000US13235,0.132,0.308
2015,Pulaski County,05000US13235,0.137,0.314
2015,Putnam County,05000US13237,0.136,0.243
2016,Putnam County,05000US13237,0.135,0.245
2016,Quitman County,05000US13239,0.205,0.303
2015,Quitman County,05000US13239,0.171,0.301
2015,Rabun County,05000US13241,0.135,0.251
2016,Rabun County,05000US13241,0.133,0.239
2016,Randolph County,05000US13243,0.187,0.345
2015,Randolph County,05000US13243,0.168,0.343
2016,"Richmond County, GA",05000US13245,0.144,0.279
2015,"Richmond County, GA",05000US13245,0.116,0.277
2016,Rockdale County,05000US13247,0.131,0.280
2015,Rockdale County,05000US13247,0.129,0.289
2015,Schley County,05000US13249,0.128,0.267
2016,Schley County,05000US13249,0.128,0.279
2016,Screven County,05000US13251,0.150,0.318
2015,Screven County,05000US13251,0.134,0.329
2015,Seminole County,05000US13253,0.140,0.317
2016,Seminole County,05000US13253,0.148,0.323
2016,Spalding County,05000US13255,0.135,0.282
2015,Spalding County,05000US13255,0.135,0.271
2016,Stephens County,05000US13257,0.124,0.287
2015,Stephens County,05000US13257,0.141,0.294
2016,Stewart County,05000US13259,0.167,0.295
2015,Stewart County,05000US13259,0.131,0.289
2016,Sumter County,05000US13261,0.151,0.285
2015,Sumter County,05000US13261,0.124,0.288
2015,Talbot County,05000US13263,0.170,0.304
2016,Talbot County,05000US13263,0.177,0.308
2015,Taliaferro County,05000US13265,0.157,0.309
2016,Taliaferro County,05000US13265,0.214,0.311
2015,Tattnall County,05000US13267,0.102,0.321
2016,Tattnall County,05000US13267,0.125,0.303
2016,Taylor County,05000US13269,0.155,0.318
2015,Taylor County,05000US13269,0.135,0.312
2016,Telfair County,05000US13271,0.153,0.321
2015,Telfair County,05000US13271,0.121,0.316
2015,Terrell County,05000US13273,0.150,0.295
2016,Terrell County,05000US13273,0.176,0.305
2015,Thomas County,05000US13275,0.147,0.263
2016,Thomas County,05000US13275,0.144,0.241
2016,Tift County,05000US13277,0.129,0.298
2015,Tift County,05000US13277,0.132,0.295
2015,Toombs County,05000US13279,0.139,0.298
2016,Toombs County,05000US13279,0.134,0.265
2015,Towns County,05000US13281,0.139,0.256
2016,Towns County,05000US13281,0.125,0.277
2016,Treutlen County,05000US13283,0.127,0.342
2015,Treutlen County,05000US13283,0.119,0.311
2015,Troup County,05000US13285,0.129,0.295
2016,Troup County,05000US13285,0.121,0.293
2015,Turner County,05000US13287,0.130,0.331
2016,Turner County,05000US13287,0.152,0.328
2016,Twiggs County,05000US13289,0.177,0.318
2015,Twiggs County,05000US13289,0.155,0.308
2016,Union County,05000US13291,0.135,0.265
2015,Union County,05000US13291,0.143,0.263
2016,Upson County,05000US13293,0.138,0.302
2015,Upson County,05000US13293,0.130,0.292
2016,Walker County,05000US13295,0.111,0.317
2015,Walker County,05000US13295,0.135,0.321
2015,Walton County,05000US13297,0.118,0.263
2016,Walton County,05000US13297,0.104,0.243
2015,Ware County,05000US13299,0.136,0.309
2016,Ware County,05000US13299,0.133,0.300
2015,Warren County,05000US13301,0.149,0.316
2016,Warren County,05000US13301,0.180,0.330
2015,Washington County,05000US13303,0.143,0.285
2016,Washington County,05000US13303,0.155,0.307
2016,Wayne County,05000US13305,0.122,0.298
2015,Wayne County,05000US13305,0.124,0.296
2015,Webster County,05000US13307,0.138,0.296
2016,Webster County,05000US13307,0.165,0.308
2016,Wheeler County,05000US13309,0.128,0.325
2015,Wheeler County,05000US13309,0.108,0.305
2015,White County,05000US13311,0.113,0.243
2016,White County,05000US13311,0.117,0.262
2016,"Whitfield County, GA",05000US13313,0.119,0.317
2015,"Whitfield County, GA",05000US13313,0.110,0.328
2015,Wilcox County,05000US13315,0.110,0.277
2016,Wilcox County,05000US13315,0.140,0.273
2015,Wilkes County,05000US13317,0.161,0.297
2016,Wilkes County,05000US13317,0.167,0.304
2015,Wilkinson County,05000US13319,0.142,0.290
2016,Wilkinson County,05000US13319,0.152,0.298
2016,Worth County,05000US13321,0.134,0.309
2015,Worth County,05000US13321,0.132,0.289
2016,"Hawaii County, HI",05000US15001,0.100,0.196
2015,"Hawaii County, HI",05000US15001,0.081,0.190
2016,"Honolulu County, HI",05000US15003,0.091,0.187
2015,"Honolulu County, HI",05000US15003,0.083,0.183
2016,Kalawao County,05000US15005,0.156,0.231
2015,Kalawao County,05000US15005,0.117,0.220
2015,Kauai County,05000US15007,0.084,0.170
2016,Kauai County,05000US15007,0.093,0.190
2016,"Maui County, HI",05000US15009,0.089,0.186
2015,"Maui County, HI",05000US15009,0.083,0.171
2015,"Ada County, ID",05000US16001,0.076,0.154
2016,"Ada County, ID",05000US16001,0.069,0.163
2015,Adams County,05000US16003,0.121,0.230
2016,Adams County,05000US16003,0.116,0.221
2015,Bannock County,05000US16005,0.100,0.198
2016,Bannock County,05000US16005,0.083,0.198
2015,Bear Lake County,05000US16007,0.092,0.267
2016,Bear Lake County,05000US16007,0.090,0.245
2015,Benewah County,05000US16009,0.123,0.237
2016,Benewah County,05000US16009,0.104,0.252
2015,Bingham County,05000US16011,0.122,0.234
2016,Bingham County,05000US16011,0.089,0.255
2016,Blaine County,05000US16013,0.083,0.136
2015,Blaine County,05000US16013,0.059,0.144
2015,Boise County,05000US16015,0.099,0.215
2016,Boise County,05000US16015,0.106,0.246
2016,Bonner County,05000US16017,0.095,0.222
2015,Bonner County,05000US16017,0.091,0.220
2015,"Bonneville County, ID",05000US16019,0.087,0.189
2016,"Bonneville County, ID",05000US16019,0.076,0.199
2015,Boundary County,05000US16021,0.091,0.219
2016,Boundary County,05000US16021,0.102,0.249
2015,Butte County,05000US16023,0.104,0.223
2016,Butte County,05000US16023,0.098,0.239
2015,Camas County,05000US16025,0.091,0.190
2016,Camas County,05000US16025,0.115,0.216
2015,"Canyon County, ID",05000US16027,0.097,0.224
2016,"Canyon County, ID",05000US16027,0.088,0.224
2016,Caribou County,05000US16029,0.083,0.253
2015,Caribou County,05000US16029,0.090,0.258
2015,Cassia County,05000US16031,0.100,0.237
2016,Cassia County,05000US16031,0.089,0.242
2016,Clark County,05000US16033,0.128,0.248
2015,Clark County,05000US16033,0.093,0.217
2015,Clearwater County,05000US16035,0.109,0.233
2016,Clearwater County,05000US16035,0.099,0.210
2015,Custer County,05000US16037,0.092,0.228
2016,Custer County,05000US16037,0.103,0.229
2016,Elmore County,05000US16039,0.077,0.274
2015,Elmore County,05000US16039,0.085,0.254
2015,Franklin County,05000US16041,0.089,0.222
2016,Franklin County,05000US16041,0.081,0.225
2015,Fremont County,05000US16043,0.090,0.198
2016,Fremont County,05000US16043,0.087,0.196
2016,Gem County,05000US16045,0.101,0.229
2015,Gem County,05000US16045,0.098,0.220
2015,Gooding County,05000US16047,0.096,0.233
2016,Gooding County,05000US16047,0.103,0.238
2016,Idaho County,05000US16049,0.100,0.238
2015,Idaho County,05000US16049,0.107,0.246
2016,Jefferson County,05000US16051,0.076,0.228
2015,Jefferson County,05000US16051,0.093,0.216
2016,Jerome County,05000US16053,0.087,0.227
2015,Jerome County,05000US16053,0.090,0.207
2016,"Kootenai County, ID",05000US16055,0.083,0.183
2015,"Kootenai County, ID",05000US16055,0.091,0.175
2016,Latah County,05000US16057,0.061,0.168
2015,Latah County,05000US16057,0.069,0.158
2015,Lemhi County,05000US16059,0.110,0.180
2016,Lemhi County,05000US16059,0.113,0.216
2016,Lewis County,05000US16061,0.110,0.213
2015,Lewis County,05000US16061,0.106,0.216
2016,Lincoln County,05000US16063,0.096,0.229
2015,Lincoln County,05000US16063,0.081,0.239
2015,Madison County,05000US16065,0.055,0.173
2016,Madison County,05000US16065,0.054,0.163
2016,Minidoka County,05000US16067,0.099,0.222
2015,Minidoka County,05000US16067,0.111,0.239
2016,Nez Perce County,05000US16069,0.090,0.242
2015,Nez Perce County,05000US16069,0.115,0.229
2016,Oneida County,05000US16071,0.094,0.190
2015,Oneida County,05000US16071,0.112,0.199
2016,Owyhee County,05000US16073,0.112,0.290
2015,Owyhee County,05000US16073,0.104,0.265
2016,Payette County,05000US16075,0.092,0.237
2015,Payette County,05000US16075,0.093,0.236
2016,Power County,05000US16077,0.105,0.235
2015,Power County,05000US16077,0.079,0.203
2015,Shoshone County,05000US16079,0.107,0.260
2016,Shoshone County,05000US16079,0.102,0.280
2015,Teton County,05000US16081,0.065,0.146
2016,Teton County,05000US16081,0.069,0.164
2015,Twin Falls County,05000US16083,0.084,0.215
2016,Twin Falls County,05000US16083,0.083,0.229
2016,Valley County,05000US16085,0.090,0.210
2015,Valley County,05000US16085,0.084,0.215
2015,Washington County,05000US16087,0.120,0.257
2016,Washington County,05000US16087,0.114,0.285
2015,Adams County,05000US17001,0.096,0.248
2016,Adams County,05000US17001,0.096,0.240
2015,Alexander County,05000US17003,0.122,0.291
2016,Alexander County,05000US17003,0.159,0.296
2015,Bond County,05000US17005,0.104,0.270
2016,Bond County,05000US17005,0.096,0.258
2016,Boone County,05000US17007,0.095,0.235
2015,Boone County,05000US17007,0.087,0.247
2016,Brown County,05000US17009,0.080,0.274
2015,Brown County,05000US17009,0.088,0.272
2015,Bureau County,05000US17011,0.107,0.313
2016,Bureau County,05000US17011,0.102,0.281
2015,Calhoun County,05000US17013,0.103,0.323
2016,Calhoun County,05000US17013,0.101,0.303
2016,Carroll County,05000US17015,0.107,0.267
2015,Carroll County,05000US17015,0.123,0.256
2015,Cass County,05000US17017,0.100,0.263
2016,Cass County,05000US17017,0.098,0.254
2016,"Champaign County, IL",05000US17019,0.080,0.208
2015,"Champaign County, IL",05000US17019,0.077,0.206
2016,Christian County,05000US17021,0.097,0.323
2015,Christian County,05000US17021,0.109,0.308
2016,Clark County,05000US17023,0.096,0.282
2015,Clark County,05000US17023,0.104,0.273
2015,Clay County,05000US17025,0.113,0.336
2016,Clay County,05000US17025,0.103,0.330
2015,Clinton County,05000US17027,0.086,0.299
2016,Clinton County,05000US17027,0.085,0.299
2015,Coles County,05000US17029,0.079,0.226
2016,Coles County,05000US17029,0.091,0.237
2016,"Cook County, IL",05000US17031,0.103,0.200
2015,"Cook County, IL",05000US17031,0.091,0.213
2015,Crawford County,05000US17033,0.107,0.285
2016,Crawford County,05000US17033,0.095,0.263
2016,Cumberland County,05000US17035,0.097,0.261
2015,Cumberland County,05000US17035,0.110,0.285
2016,"DeKalb County, IL",05000US17037,0.077,0.221
2015,"DeKalb County, IL",05000US17037,0.076,0.200
2015,De Witt County,05000US17039,0.104,0.286
2016,De Witt County,05000US17039,0.093,0.263
2016,Douglas County,05000US17041,0.093,0.270
2015,Douglas County,05000US17041,0.099,0.275
2015,"DuPage County, IL",05000US17043,0.074,0.190
2016,"DuPage County, IL",05000US17043,0.082,0.183
2015,Edgar County,05000US17045,0.111,0.241
2016,Edgar County,05000US17045,0.106,0.240
2016,Edwards County,05000US17047,0.101,0.265
2015,Edwards County,05000US17047,0.104,0.273
2016,Effingham County,05000US17049,0.087,0.246
2015,Effingham County,05000US17049,0.088,0.266
2016,Fayette County,05000US17051,0.096,0.244
2015,Fayette County,05000US17051,0.110,0.243
2016,Ford County,05000US17053,0.097,0.257
2015,Ford County,05000US17053,0.101,0.286
2016,Franklin County,05000US17055,0.107,0.284
2015,Franklin County,05000US17055,0.112,0.293
2016,Fulton County,05000US17057,0.099,0.292
2015,Fulton County,05000US17057,0.104,0.272
2015,Gallatin County,05000US17059,0.110,0.290
2016,Gallatin County,05000US17059,0.112,0.294
2015,Greene County,05000US17061,0.106,0.281
2016,Greene County,05000US17061,0.101,0.284
2016,Grundy County,05000US17063,0.082,0.247
2015,Grundy County,05000US17063,0.096,0.268
2015,Hamilton County,05000US17065,0.107,0.269
2016,Hamilton County,05000US17065,0.106,0.268
2016,Hancock County,05000US17067,0.107,0.289
2015,Hancock County,05000US17067,0.111,0.303
2016,Hardin County,05000US17069,0.125,0.285
2015,Hardin County,05000US17069,0.122,0.293
2015,Henderson County,05000US17071,0.114,0.276
2016,Henderson County,05000US17071,0.103,0.280
2016,Henry County,05000US17073,0.096,0.286
2015,Henry County,05000US17073,0.100,0.257
2015,Iroquois County,05000US17075,0.112,0.296
2016,Iroquois County,05000US17075,0.105,0.278
2015,Jackson County,05000US17077,0.088,0.234
2016,Jackson County,05000US17077,0.094,0.245
2015,Jasper County,05000US17079,0.108,0.274
2016,Jasper County,05000US17079,0.091,0.240
2016,Jefferson County,05000US17081,0.103,0.265
2015,Jefferson County,05000US17081,0.105,0.284
2015,Jersey County,05000US17083,0.101,0.318
2016,Jersey County,05000US17083,0.087,0.281
2016,Jo Daviess County,05000US17085,0.105,0.281
2015,Jo Daviess County,05000US17085,0.113,0.291
2015,Johnson County,05000US17087,0.099,0.265
2016,Johnson County,05000US17087,0.103,0.261
2015,"Kane County, IL",05000US17089,0.083,0.205
2016,"Kane County, IL",05000US17089,0.093,0.189
2015,"Kankakee County, IL",05000US17091,0.087,0.270
2016,"Kankakee County, IL",05000US17091,0.100,0.248
2016,"Kendall County, IL",05000US17093,0.075,0.215
2015,"Kendall County, IL",05000US17093,0.071,0.190
2015,Knox County,05000US17095,0.098,0.287
2016,Knox County,05000US17095,0.108,0.262
2015,"Lake County, IL",05000US17097,0.078,0.193
2016,"Lake County, IL",05000US17097,0.086,0.203
2015,"LaSalle County, IL",05000US17099,0.100,0.230
2016,"LaSalle County, IL",05000US17099,0.097,0.256
2015,Lawrence County,05000US17101,0.113,0.286
2016,Lawrence County,05000US17101,0.097,0.260
2016,Lee County,05000US17103,0.096,0.293
2015,Lee County,05000US17103,0.104,0.254
2015,Livingston County,05000US17105,0.104,0.318
2016,Livingston County,05000US17105,0.092,0.313
2016,Logan County,05000US17107,0.091,0.250
2015,Logan County,05000US17107,0.098,0.261
2015,McDonough County,05000US17109,0.092,0.229
2016,McDonough County,05000US17109,0.084,0.227
2015,"McHenry County, IL",05000US17111,0.084,0.221
2016,"McHenry County, IL",05000US17111,0.085,0.222
2016,"McLean County, IL",05000US17113,0.074,0.223
2015,"McLean County, IL",05000US17113,0.085,0.239
2016,"Macon County, IL",05000US17115,0.108,0.244
2015,"Macon County, IL",05000US17115,0.111,0.248
2016,Macoupin County,05000US17117,0.095,0.308
2015,Macoupin County,05000US17117,0.115,0.307
2015,"Madison County, IL",05000US17119,0.118,0.282
2016,"Madison County, IL",05000US17119,0.093,0.272
2016,Marion County,05000US17121,0.105,0.326
2015,Marion County,05000US17121,0.095,0.328
2016,Marshall County,05000US17123,0.101,0.268
2015,Marshall County,05000US17123,0.114,0.269
2016,Mason County,05000US17125,0.104,0.271
2015,Mason County,05000US17125,0.108,0.277
2016,Massac County,05000US17127,0.111,0.286
2015,Massac County,05000US17127,0.121,0.305
2016,Menard County,05000US17129,0.093,0.248
2015,Menard County,05000US17129,0.102,0.291
2016,Mercer County,05000US17131,0.096,0.299
2015,Mercer County,05000US17131,0.105,0.300
2015,Monroe County,05000US17133,0.108,0.267
2016,Monroe County,05000US17133,0.080,0.270
2015,Montgomery County,05000US17135,0.096,0.236
2016,Montgomery County,05000US17135,0.099,0.249
2016,Morgan County,05000US17137,0.098,0.290
2015,Morgan County,05000US17137,0.114,0.292
2015,Moultrie County,05000US17139,0.101,0.284
2016,Moultrie County,05000US17139,0.100,0.272
2015,Ogle County,05000US17141,0.108,0.254
2016,Ogle County,05000US17141,0.094,0.229
2015,"Peoria County, IL",05000US17143,0.083,0.232
2016,"Peoria County, IL",05000US17143,0.099,0.247
2016,Perry County,05000US17145,0.097,0.244
2015,Perry County,05000US17145,0.100,0.264
2015,Piatt County,05000US17147,0.112,0.256
2016,Piatt County,05000US17147,0.088,0.247
2015,Pike County,05000US17149,0.109,0.303
2016,Pike County,05000US17149,0.104,0.295
2015,Pope County,05000US17151,0.113,0.290
2016,Pope County,05000US17151,0.106,0.272
2016,Pulaski County,05000US17153,0.143,0.282
2015,Pulaski County,05000US17153,0.131,0.280
2016,Putnam County,05000US17155,0.097,0.253
2015,Putnam County,05000US17155,0.104,0.279
2016,Randolph County,05000US17157,0.097,0.246
2015,Randolph County,05000US17157,0.097,0.249
2015,Richland County,05000US17159,0.099,0.292
2016,Richland County,05000US17159,0.102,0.293
2016,"Rock Island County, IL",05000US17161,0.104,0.246
2015,"Rock Island County, IL",05000US17161,0.115,0.267
2015,"St. Clair County, IL",05000US17163,0.116,0.278
2016,"St. Clair County, IL",05000US17163,0.115,0.282
2016,Saline County,05000US17165,0.110,0.260
2015,Saline County,05000US17165,0.110,0.314
2015,"Sangamon County, IL",05000US17167,0.109,0.267
2016,"Sangamon County, IL",05000US17167,0.096,0.252
2016,Schuyler County,05000US17169,0.101,0.258
2015,Schuyler County,05000US17169,0.106,0.282
2016,Scott County,05000US17171,0.098,0.256
2015,Scott County,05000US17171,0.102,0.258
2016,Shelby County,05000US17173,0.101,0.309
2015,Shelby County,05000US17173,0.098,0.331
2015,Stark County,05000US17175,0.109,0.278
2016,Stark County,05000US17175,0.103,0.281
2016,Stephenson County,05000US17177,0.115,0.264
2015,Stephenson County,05000US17177,0.120,0.266
2015,"Tazewell County, IL",05000US17179,0.094,0.285
2016,"Tazewell County, IL",05000US17179,0.087,0.260
2016,Union County,05000US17181,0.107,0.264
2015,Union County,05000US17181,0.109,0.279
2016,Vermilion County,05000US17183,0.108,0.266
2015,Vermilion County,05000US17183,0.121,0.266
2015,Wabash County,05000US17185,0.112,0.298
2016,Wabash County,05000US17185,0.099,0.279
2015,Warren County,05000US17187,0.101,0.283
2016,Warren County,05000US17187,0.101,0.286
2016,Washington County,05000US17189,0.091,0.269
2015,Washington County,05000US17189,0.108,0.276
2016,Wayne County,05000US17191,0.102,0.284
2015,Wayne County,05000US17191,0.109,0.294
2015,White County,05000US17193,0.102,0.282
2016,White County,05000US17193,0.103,0.253
2015,Whiteside County,05000US17195,0.103,0.283
2016,Whiteside County,05000US17195,0.101,0.262
2016,"Will County, IL",05000US17197,0.089,0.240
2015,"Will County, IL",05000US17197,0.094,0.226
2015,Williamson County,05000US17199,0.102,0.311
2016,Williamson County,05000US17199,0.097,0.267
2016,"Winnebago County, IL",05000US17201,0.105,0.263
2015,"Winnebago County, IL",05000US17201,0.108,0.267
2016,Woodford County,05000US17203,0.086,0.221
2015,Woodford County,05000US17203,0.102,0.238
2016,Adams County,05000US18001,0.110,0.314
2015,Adams County,05000US18001,0.100,0.299
2016,"Allen County, IN",05000US18003,0.105,0.242
2015,"Allen County, IN",05000US18003,0.103,0.239
2015,Bartholomew County,05000US18005,0.106,0.270
2016,Bartholomew County,05000US18005,0.098,0.269
2015,Benton County,05000US18007,0.126,0.339
2016,Benton County,05000US18007,0.108,0.332
2016,Blackford County,05000US18009,0.115,0.310
2015,Blackford County,05000US18009,0.124,0.309
2016,Boone County,05000US18011,0.088,0.251
2015,Boone County,05000US18011,0.092,0.268
2016,Brown County,05000US18013,0.119,0.291
2015,Brown County,05000US18013,0.119,0.273
2016,Carroll County,05000US18015,0.105,0.327
2015,Carroll County,05000US18015,0.109,0.278
2016,Cass County,05000US18017,0.111,0.300
2015,Cass County,05000US18017,0.095,0.271
2016,"Clark County, IN",05000US18019,0.102,0.336
2015,"Clark County, IN",05000US18019,0.128,0.334
2015,Clay County,05000US18021,0.113,0.270
2016,Clay County,05000US18021,0.104,0.270
2016,Clinton County,05000US18023,0.106,0.321
2015,Clinton County,05000US18023,0.129,0.300
2015,Crawford County,05000US18025,0.135,0.320
2016,Crawford County,05000US18025,0.114,0.321
2015,Daviess County,05000US18027,0.119,0.317
2016,Daviess County,05000US18027,0.102,0.317
2016,Dearborn County,05000US18029,0.100,0.310
2015,Dearborn County,05000US18029,0.112,0.279
2016,Decatur County,05000US18031,0.105,0.322
2015,Decatur County,05000US18031,0.123,0.323
2016,DeKalb County,05000US18033,0.097,0.279
2015,DeKalb County,05000US18033,0.101,0.274
2015,"Delaware County, IN",05000US18035,0.118,0.298
2016,"Delaware County, IN",05000US18035,0.102,0.313
2016,Dubois County,05000US18037,0.095,0.239
2015,Dubois County,05000US18037,0.101,0.210
2015,"Elkhart County, IN",05000US18039,0.093,0.266
2016,"Elkhart County, IN",05000US18039,0.108,0.287
2016,Fayette County,05000US18041,0.122,0.348
2015,Fayette County,05000US18041,0.131,0.320
2015,Floyd County,05000US18043,0.098,0.294
2016,Floyd County,05000US18043,0.100,0.317
2016,Fountain County,05000US18045,0.108,0.307
2015,Fountain County,05000US18045,0.131,0.318
2015,Franklin County,05000US18047,0.124,0.271
2016,Franklin County,05000US18047,0.104,0.270
2016,Fulton County,05000US18049,0.113,0.249
2015,Fulton County,05000US18049,0.115,0.240
2016,Gibson County,05000US18051,0.101,0.346
2015,Gibson County,05000US18051,0.114,0.310
2015,Grant County,05000US18053,0.138,0.309
2016,Grant County,05000US18053,0.120,0.304
2016,Greene County,05000US18055,0.109,0.299
2015,Greene County,05000US18055,0.145,0.284
2016,"Hamilton County, IN",05000US18057,0.077,0.189
2015,"Hamilton County, IN",05000US18057,0.078,0.180
2016,Hancock County,05000US18059,0.096,0.291
2015,Hancock County,05000US18059,0.103,0.256
2016,Harrison County,05000US18061,0.101,0.318
2015,Harrison County,05000US18061,0.105,0.277
2015,"Hendricks County, IN",05000US18063,0.092,0.275
2016,"Hendricks County, IN",05000US18063,0.088,0.293
2015,Henry County,05000US18065,0.106,0.294
2016,Henry County,05000US18065,0.113,0.303
2015,Howard County,05000US18067,0.125,0.293
2016,Howard County,05000US18067,0.116,0.298
2015,Huntington County,05000US18069,0.132,0.302
2016,Huntington County,05000US18069,0.099,0.286
2015,Jackson County,05000US18071,0.118,0.303
2016,Jackson County,05000US18071,0.102,0.300
2015,Jasper County,05000US18073,0.115,0.260
2016,Jasper County,05000US18073,0.099,0.294
2016,Jay County,05000US18075,0.110,0.346
2015,Jay County,05000US18075,0.127,0.336
2016,Jefferson County,05000US18077,0.105,0.289
2015,Jefferson County,05000US18077,0.110,0.274
2015,Jennings County,05000US18079,0.112,0.267
2016,Jennings County,05000US18079,0.102,0.316
2015,"Johnson County, IN",05000US18081,0.104,0.230
2016,"Johnson County, IN",05000US18081,0.093,0.250
2016,Knox County,05000US18083,0.101,0.341
2015,Knox County,05000US18083,0.100,0.319
2015,Kosciusko County,05000US18085,0.097,0.228
2016,Kosciusko County,05000US18085,0.098,0.232
2015,LaGrange County,05000US18087,0.105,0.271
2016,LaGrange County,05000US18087,0.103,0.270
2016,"Lake County, IN",05000US18089,0.124,0.297
2015,"Lake County, IN",05000US18089,0.129,0.295
2015,"LaPorte County, IN",05000US18091,0.099,0.268
2016,"LaPorte County, IN",05000US18091,0.111,0.277
2016,Lawrence County,05000US18093,0.114,0.304
2015,Lawrence County,05000US18093,0.156,0.289
2015,"Madison County, IN",05000US18095,0.124,0.302
2016,"Madison County, IN",05000US18095,0.114,0.282
2015,"Marion County, IN",05000US18097,0.109,0.260
2016,"Marion County, IN",05000US18097,0.106,0.272
2016,Marshall County,05000US18099,0.108,0.269
2015,Marshall County,05000US18099,0.109,0.266
2016,Martin County,05000US18101,0.109,0.338
2015,Martin County,05000US18101,0.112,0.317
2016,Miami County,05000US18103,0.112,0.305
2015,Miami County,05000US18103,0.109,0.283
2015,"Monroe County, IN",05000US18105,0.085,0.190
2016,"Monroe County, IN",05000US18105,0.076,0.214
2016,Montgomery County,05000US18107,0.104,0.273
2015,Montgomery County,05000US18107,0.117,0.250
2016,Morgan County,05000US18109,0.100,0.304
2015,Morgan County,05000US18109,0.108,0.301
2015,Newton County,05000US18111,0.118,0.280
2016,Newton County,05000US18111,0.114,0.330
2015,Noble County,05000US18113,0.108,0.251
2016,Noble County,05000US18113,0.104,0.267
2016,Ohio County,05000US18115,0.108,0.277
2015,Ohio County,05000US18115,0.119,0.266
2015,Orange County,05000US18117,0.117,0.356
2016,Orange County,05000US18117,0.116,0.324
2015,Owen County,05000US18119,0.122,0.273
2016,Owen County,05000US18119,0.114,0.296
2016,Parke County,05000US18121,0.114,0.334
2015,Parke County,05000US18121,0.117,0.303
2016,Perry County,05000US18123,0.102,0.259
2015,Perry County,05000US18123,0.107,0.247
2015,Pike County,05000US18125,0.129,0.291
2016,Pike County,05000US18125,0.109,0.315
2016,"Porter County, IN",05000US18127,0.096,0.270
2015,"Porter County, IN",05000US18127,0.089,0.263
2015,Posey County,05000US18129,0.110,0.267
2016,Posey County,05000US18129,0.097,0.290
2015,Pulaski County,05000US18131,0.136,0.245
2016,Pulaski County,05000US18131,0.111,0.297
2015,Putnam County,05000US18133,0.118,0.287
2016,Putnam County,05000US18133,0.090,0.310
2016,Randolph County,05000US18135,0.118,0.324
2015,Randolph County,05000US18135,0.136,0.348
2015,Ripley County,05000US18137,0.100,0.262
2016,Ripley County,05000US18137,0.099,0.277
2015,Rush County,05000US18139,0.119,0.335
2016,Rush County,05000US18139,0.110,0.352
2015,"St. Joseph County, IN",05000US18141,0.095,0.248
2016,"St. Joseph County, IN",05000US18141,0.104,0.250
2016,Scott County,05000US18143,0.109,0.324
2015,Scott County,05000US18143,0.119,0.293
2015,Shelby County,05000US18145,0.112,0.292
2016,Shelby County,05000US18145,0.103,0.308
2015,Spencer County,05000US18147,0.106,0.281
2016,Spencer County,05000US18147,0.104,0.293
2015,Starke County,05000US18149,0.105,0.372
2016,Starke County,05000US18149,0.117,0.341
2016,Steuben County,05000US18151,0.101,0.303
2015,Steuben County,05000US18151,0.118,0.251
